MgO_ID,Structure,E_ads
100-h-w_16,"{'numbers': [12, 12, 12, 8, 12, 12, 8, 8, 12, 8, 1, 1, 8, 1, 1, 12, 8, 12, 12, 12, 8, 8, 12, 8, 12, 12, 8, 8, 8, 12, 12, 8, 8, 1, 1, 12, 8, 8, 12, 8, 8, 6], 'positions': [[1.3817645, 3.81436965, 5.2155551], [3.5513456, 1.76062985, 5.2184382], [3.5482877, 3.83571475, 3.1047079], [3.5591531, 3.78703905, 5.2568041], [1.2866479, 8.10111435, 5.4052074], [3.5373146, 8.06778945, 3.0773672], [3.5573224, 5.96475785, 3.1227746], [3.6000007, 8.21998695, 5.3918042], [3.5513456, 10.32496785, 5.2184382], [3.480424, 6.54618235, 7.3760822], [4.1704653, 6.37118915, 8.0217568], [3.6267722, 7.83204255, 6.3162648], [1.3347766, 7.91965235, 7.5526372], [1.4188358, 8.69902065, 8.1130213], [2.1490141, 7.33297725, 7.7276669], [3.5402599, 5.80211985, 5.4650306], [1.3977907, 5.93923995, 5.2290958], [5.7221766, 3.81546525, 5.2092819], [7.828961, 1.69315305, 5.2037344], [7.8414286, 3.81928225, 3.0869349], [7.8324965, 3.80928795, 5.2520255], [5.7013377, 1.67503215, 5.2601145], [9.9461025, 3.81436965, 5.2155551], [5.6919141, 3.80723565, 3.0959229], [5.7832252, 8.09506855, 5.1927518], [7.8580849, 8.08672385, 3.0963801], [7.8349965, 5.95189125, 3.0893047], [7.8098173, 8.10538335, 5.2221307], [5.7104789, 5.95369635, 5.2446328], [9.8509859, 8.10111435, 5.4052074], [7.828961, 10.25749105, 5.2037344], [5.7013377, 10.23937015, 5.2601145], [9.8991146, 7.91965235, 7.5526372], [9.9831738, 8.69902065, 8.1130213], [10.7133521, 7.33297725, 7.7276669], [7.8400261, 5.93932815, 5.2143549], [9.9621287, 5.93923995, 5.2290958], [5.6753607, 8.09608045, 3.1065681], [5.6784837, 5.95270005, 3.1208245], [5.7104789, 5.95369635, 6.5646328], [5.7104789, 5.95369635, 8.9226328], [5.7104789, 5.95369635, 7.7436328]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.640834175804,2.84754105952016]"
100-h-w_17,"{'numbers': [12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 1, 1, 8, 1, 1, 12, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 12, 8, 12, 12, 8, 8, 8, 12, 12, 8, 12, 8, 8, 8, 1, 1, 12, 8, 8, 12, 12, 8, 8, 6], 'positions': [[1.3817645, 3.82651305, 6.67802495], [3.5513456, 1.77277325, 6.68090805], [3.5482877, 3.84785815, 4.56717775], [3.5560884, 1.66288875, 4.57910585], [3.5591531, 3.79918245, 6.71927395], [1.4174273, 3.81731515, 4.55883235], [1.4322658, 5.97949915, 4.60142035], [1.2866479, 8.11325775, 6.86767725], [3.5373146, 8.07993285, 4.53983705], [3.5573224, 5.97690125, 4.58524445], [3.6000007, 8.23213035, 6.85427405], [1.4297382, 8.11027975, 4.59099345], [3.5513456, 10.33711125, 6.68090805], [3.5560884, 10.22722675, 4.57910585], [3.480424, 6.55832575, 8.83855205], [4.1704653, 6.38333255, 9.48422665], [3.6267722, 7.84418595, 7.77873465], [1.3347766, 7.93179575, 9.01510705], [1.4188358, 8.71116405, 9.57549115], [2.1490141, 7.34512065, 9.19013675], [3.5402599, 5.81426325, 6.92750045], [1.3977907, 5.95138335, 6.69156565], [5.7221766, 3.82760865, 6.67175175], [7.828961, 1.70529645, 6.66620425], [7.8414286, 3.83142565, 4.54940475], [7.836338, 1.68096545, 4.55473285], [7.8324965, 3.82143135, 6.71449535], [5.7013377, 1.68717555, 6.72258435], [9.9461025, 3.82651305, 6.67802495], [9.9817653, 3.81731515, 4.55883235], [5.6919141, 3.81937905, 4.55839275], [5.6915418, 1.68265715, 4.56254955], [5.6968849, 5.96133425, 2.42450885], [5.7832252, 8.10721195, 6.65522165], [7.8580849, 8.09886725, 4.55884995], [7.8349965, 5.96403465, 4.55177455], [7.8098173, 8.11752675, 6.68460055], [5.7104789, 5.96583975, 6.70710265], [9.9966038, 5.97949915, 4.60142035], [9.8509859, 8.11325775, 6.86767725], [9.9940762, 8.11027975, 4.59099345], [7.828961, 10.26963445, 6.66620425], [7.836338, 10.24530345, 4.55473285], [5.7013377, 10.25151355, 6.72258435], [9.8991146, 7.93179575, 9.01510705], [9.9831738, 8.71116405, 9.57549115], [10.7133521, 7.34512065, 9.19013675], [7.8400261, 5.95147155, 6.67682475], [9.9621287, 5.95138335, 6.69156565], [5.6753607, 8.10822385, 4.56903795], [5.6915418, 10.24699515, 4.56254955], [5.6784837, 5.96484345, 4.58329435], [6.8894789, 5.96583975, 8.12710265], [4.5314789, 5.96583975, 8.12710265], [5.7104789, 5.96583975, 8.12710265]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[130.623307435217,1.45396177332777]"
100-h-w_18,"{'numbers': [12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 1, 1, 8, 1, 1, 12, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 12, 8, 12, 12, 8, 8, 8, 12, 12, 8, 12, 8, 8, 8, 1, 1, 12, 8, 8, 12, 12, 8, 8, 6], 'positions': [[1.3817645, 3.82651305, 6.67802495], [3.5513456, 1.77277325, 6.68090805], [3.5482877, 3.84785815, 4.56717775], [3.5560884, 1.66288875, 4.57910585], [3.5591531, 3.79918245, 6.71927395], [1.4174273, 3.81731515, 4.55883235], [1.4322658, 5.97949915, 4.60142035], [1.2866479, 8.11325775, 6.86767725], [3.5373146, 8.07993285, 4.53983705], [3.5573224, 5.97690125, 4.58524445], [3.6000007, 8.23213035, 6.85427405], [1.4297382, 8.11027975, 4.59099345], [3.5513456, 10.33711125, 6.68090805], [3.5560884, 10.22722675, 4.57910585], [3.480424, 6.55832575, 8.83855205], [4.1704653, 6.38333255, 9.48422665], [3.6267722, 7.84418595, 7.77873465], [1.3347766, 7.93179575, 9.01510705], [1.4188358, 8.71116405, 9.57549115], [2.1490141, 7.34512065, 9.19013675], [3.5402599, 5.81426325, 6.92750045], [1.3977907, 5.95138335, 6.69156565], [5.7221766, 3.82760865, 6.67175175], [7.828961, 1.70529645, 6.66620425], [7.8414286, 3.83142565, 4.54940475], [7.836338, 1.68096545, 4.55473285], [7.8324965, 3.82143135, 6.71449535], [5.7013377, 1.68717555, 6.72258435], [9.9461025, 3.82651305, 6.67802495], [9.9817653, 3.81731515, 4.55883235], [5.6919141, 3.81937905, 4.55839275], [5.6915418, 1.68265715, 4.56254955], [5.6968849, 5.96133425, 2.42450885], [5.7832252, 8.10721195, 6.65522165], [7.8580849, 8.09886725, 4.55884995], [7.8349965, 5.96403465, 4.55177455], [7.8098173, 8.11752675, 6.68460055], [5.7104789, 5.96583975, 6.70710265], [9.9966038, 5.97949915, 4.60142035], [9.8509859, 8.11325775, 6.86767725], [9.9940762, 8.11027975, 4.59099345], [7.828961, 10.26963445, 6.66620425], [7.836338, 10.24530345, 4.55473285], [5.7013377, 10.25151355, 6.72258435], [9.8991146, 7.93179575, 9.01510705], [9.9831738, 8.71116405, 9.57549115], [10.7133521, 7.34512065, 9.19013675], [7.8400261, 5.95147155, 6.67682475], [9.9621287, 5.95138335, 6.69156565], [5.6753607, 8.10822385, 4.56903795], [5.6915418, 10.24699515, 4.56254955], [5.6784837, 5.96484345, 4.58329435], [5.7104789, 7.14483975, 8.12710265], [5.7104789, 4.78683975, 8.12710265], [5.7104789, 5.96583975, 8.12710265]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[132.328277233426,1.43847528584966]"
100-h-w_19,"{'numbers': [12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 1, 1, 8, 1, 1, 12, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 12, 8, 12, 12, 8, 8, 8, 12, 12, 8, 12, 8, 8, 8, 1, 1, 12, 8, 8, 12, 12, 8, 8, 6], 'positions': [[1.3817645, 3.82651305, 6.67802495], [3.5513456, 1.77277325, 6.68090805], [3.5482877, 3.84785815, 4.56717775], [3.5560884, 1.66288875, 4.57910585], [3.5591531, 3.79918245, 6.71927395], [1.4174273, 3.81731515, 4.55883235], [1.4322658, 5.97949915, 4.60142035], [1.2866479, 8.11325775, 6.86767725], [3.5373146, 8.07993285, 4.53983705], [3.5573224, 5.97690125, 4.58524445], [3.6000007, 8.23213035, 6.85427405], [1.4297382, 8.11027975, 4.59099345], [3.5513456, 10.33711125, 6.68090805], [3.5560884, 10.22722675, 4.57910585], [3.480424, 6.55832575, 8.83855205], [4.1704653, 6.38333255, 9.48422665], [3.6267722, 7.84418595, 7.77873465], [1.3347766, 7.93179575, 9.01510705], [1.4188358, 8.71116405, 9.57549115], [2.1490141, 7.34512065, 9.19013675], [3.5402599, 5.81426325, 6.92750045], [1.3977907, 5.95138335, 6.69156565], [5.7221766, 3.82760865, 6.67175175], [7.828961, 1.70529645, 6.66620425], [7.8414286, 3.83142565, 4.54940475], [7.836338, 1.68096545, 4.55473285], [7.8324965, 3.82143135, 6.71449535], [5.7013377, 1.68717555, 6.72258435], [9.9461025, 3.82651305, 6.67802495], [9.9817653, 3.81731515, 4.55883235], [5.6919141, 3.81937905, 4.55839275], [5.6915418, 1.68265715, 4.56254955], [5.6968849, 5.96133425, 2.42450885], [5.7832252, 8.10721195, 6.65522165], [7.8580849, 8.09886725, 4.55884995], [7.8349965, 5.96403465, 4.55177455], [7.8098173, 8.11752675, 6.68460055], [5.7104789, 5.96583975, 6.70710265], [9.9966038, 5.97949915, 4.60142035], [9.8509859, 8.11325775, 6.86767725], [9.9940762, 8.11027975, 4.59099345], [7.828961, 10.26963445, 6.66620425], [7.836338, 10.24530345, 4.55473285], [5.7013377, 10.25151355, 6.72258435], [9.8991146, 7.93179575, 9.01510705], [9.9831738, 8.71116405, 9.57549115], [10.7133521, 7.34512065, 9.19013675], [7.8400261, 5.95147155, 6.67682475], [9.9621287, 5.95138335, 6.69156565], [5.6753607, 8.10822385, 4.56903795], [5.6915418, 10.24699515, 4.56254955], [5.6784837, 5.96484345, 4.58329435], [6.5441578, 5.13216085, 8.12710265], [4.8768, 6.79951865, 8.12710265], [5.7104789, 5.96583975, 8.12710265]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[132.623151865873,1.44025885862335]"
100-h-w_20,"{'numbers': [12, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 1, 1, 8, 1, 1, 12, 8, 12, 12, 12, 8, 8, 8, 12, 8, 8, 12, 8, 12, 12, 8, 8, 8, 12, 12, 8, 12, 8, 8, 8, 1, 1, 12, 8, 8, 12, 12, 8, 8, 6], 'positions': [[1.3817645, 3.82651305, 6.67802495], [3.5513456, 1.77277325, 6.68090805], [3.5482877, 3.84785815, 4.56717775], [3.5560884, 1.66288875, 4.57910585], [3.5591531, 3.79918245, 6.71927395], [1.4174273, 3.81731515, 4.55883235], [1.4322658, 5.97949915, 4.60142035], [1.2866479, 8.11325775, 6.86767725], [3.5373146, 8.07993285, 4.53983705], [3.5573224, 5.97690125, 4.58524445], [3.6000007, 8.23213035, 6.85427405], [1.4297382, 8.11027975, 4.59099345], [3.5513456, 10.33711125, 6.68090805], [3.5560884, 10.22722675, 4.57910585], [3.480424, 6.55832575, 8.83855205], [4.1704653, 6.38333255, 9.48422665], [3.6267722, 7.84418595, 7.77873465], [1.3347766, 7.93179575, 9.01510705], [1.4188358, 8.71116405, 9.57549115], [2.1490141, 7.34512065, 9.19013675], [3.5402599, 5.81426325, 6.92750045], [1.3977907, 5.95138335, 6.69156565], [5.7221766, 3.82760865, 6.67175175], [7.828961, 1.70529645, 6.66620425], [7.8414286, 3.83142565, 4.54940475], [7.836338, 1.68096545, 4.55473285], [7.8324965, 3.82143135, 6.71449535], [5.7013377, 1.68717555, 6.72258435], [9.9461025, 3.82651305, 6.67802495], [9.9817653, 3.81731515, 4.55883235], [5.6919141, 3.81937905, 4.55839275], [5.6915418, 1.68265715, 4.56254955], [5.6968849, 5.96133425, 2.42450885], [5.7832252, 8.10721195, 6.65522165], [7.8580849, 8.09886725, 4.55884995], [7.8349965, 5.96403465, 4.55177455], [7.8098173, 8.11752675, 6.68460055], [5.7104789, 5.96583975, 6.70710265], [9.9966038, 5.97949915, 4.60142035], [9.8509859, 8.11325775, 6.86767725], [9.9940762, 8.11027975, 4.59099345], [7.828961, 10.26963445, 6.66620425], [7.836338, 10.24530345, 4.55473285], [5.7013377, 10.25151355, 6.72258435], [9.8991146, 7.93179575, 9.01510705], [9.9831738, 8.71116405, 9.57549115], [10.7133521, 7.34512065, 9.19013675], [7.8400261, 5.95147155, 6.67682475], [9.9621287, 5.95138335, 6.69156565], [5.6753607, 8.10822385, 4.56903795], [5.6915418, 10.24699515, 4.56254955], [5.6784837, 5.96484345, 4.58329435], [6.5444789, 6.79983975, 8.12710265], [4.8764789, 5.13183975, 8.12710265], [5.7104789, 5.96583975, 8.12710265]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[132.546307663432,1.43807476449284]"
100-h-w_21,"{'numbers': [12, 8, 8, 12, 12, 8, 8, 8, 12, 12, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 8, 12, 12, 8, 12, 8, 6], 'positions': [[3.8390118, 1.7309485, 4.8547391], [6.0164004, 1.7036179, 4.8959881], [1.7027266, 6.0219622, 4.8613147], [3.7438952, 6.0176932, 5.0443914], [5.9945619, 5.9843683, 2.7165512], [6.0145697, 3.8813367, 2.7619586], [6.057248, 6.1365658, 5.0309882], [3.8869855, 6.0147152, 2.7677076], [1.7218703, 8.1740699, 4.8429184], [6.0085929, 8.2415467, 4.8576222], [6.0133357, 8.1316622, 2.75582], [6.0164004, 10.2679559, 4.8959881], [3.8632007, 8.1673002, 4.9105502], [5.9376713, 4.4627612, 7.0152662], [6.6277126, 4.287768, 7.6609408], [6.0840195, 5.7486214, 5.9554488], [3.7920239, 5.8362312, 7.1918212], [3.8760831, 6.6155995, 7.7522053], [4.6062614, 5.2495561, 7.3668509], [5.9975072, 3.7186987, 5.1042146], [1.7329354, 3.855907, 4.8535389], [3.855038, 3.8558188, 4.8682798], [6.0840195, 5.7486214, 6.9254488], [6.0840195, 5.7486214, 9.2834488], [8.1794239, 1.7320441, 4.8484659], [8.2404725, 6.0116474, 4.8319358], [10.2670646, 6.0219622, 4.8613147], [8.1677262, 3.8702752, 4.8838168], [8.1794239, 10.2963821, 4.8484659], [10.2862083, 8.1740699, 4.8429184], [8.158585, 8.155949, 4.8992985], [10.2972734, 3.855907, 4.8535389], [8.132608, 6.0126593, 2.7457521], [6.0840195, 5.7486214, 8.1044488]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[178.474566462782,2.97211062100729]"
100-h-w_22,"{'numbers': [12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 1, 8, 1, 1, 12, 12, 8, 8, 1, 8, 8, 12, 12, 8, 8, 12, 12, 8, 12, 8, 12, 12, 6], 'positions': [[3.8390118, 1.7309485, 5.4443562], [6.005535, 1.7522936, 3.333509], [6.0164004, 1.7036179, 5.4856052], [1.7027266, 6.0219622, 5.4509318], [3.8895131, 3.8839346, 3.3677516], [3.7438952, 6.0176932, 5.6340085], [5.9945619, 5.9843683, 3.3061683], [6.0145697, 3.8813367, 3.3515757], [6.057248, 6.1365658, 5.6206053], [3.8869855, 6.0147152, 3.3573247], [1.7218703, 8.1740699, 5.4325355], [3.8742809, 8.1383236, 3.3481897], [3.8390118, 10.2952865, 5.4443562], [6.0085929, 8.2415467, 5.4472393], [6.0133357, 8.1316622, 3.3454371], [6.0164004, 10.2679559, 5.4856052], [3.8632007, 8.1673002, 5.5001673], [6.0840195, 5.7486214, 6.5450659], [3.7920239, 5.8362312, 7.7814383], [3.8760831, 6.6155995, 8.3418224], [4.6062614, 5.2495561, 7.956468], [5.9975072, 3.7186987, 5.6938317], [1.7329354, 3.855907, 5.443156], [3.855038, 3.8558188, 5.4578969], [5.9975072, 3.7186987, 7.6938317], [5.9975072, 3.7186987, 8.6938317], [6.0840195, 6.9276214, 7.6150659], [6.0840195, 4.5696214, 7.6150659], [8.1794239, 1.7320441, 5.438083], [8.2404725, 6.0116474, 5.4215529], [10.2670646, 6.0219622, 5.4509318], [8.1677262, 3.8702752, 5.4734339], [8.1794239, 10.2963821, 5.438083], [10.2862083, 8.1740699, 5.4325355], [8.158585, 8.155949, 5.4889156], [10.2972734, 3.855907, 5.443156], [8.132608, 6.0126593, 3.3353692], [8.1487891, 8.1514306, 3.3288808], [8.135731, 3.8692789, 3.3496256], [6.0840195, 5.7486214, 7.6150659]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.677931736031,2.94028525839774]"
100-h-w_23,"{'numbers': [12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 8, 12, 12, 8, 12, 8, 12, 12, 6], 'positions': [[3.8390118, 1.7309485, 5.62036085], [6.005535, 1.7522936, 3.50951365], [6.0164004, 1.7036179, 5.66160985], [1.7027266, 6.0219622, 5.62693645], [3.8895131, 3.8839346, 3.54375625], [3.7438952, 6.0176932, 5.81001315], [5.9945619, 5.9843683, 3.48217295], [6.0145697, 3.8813367, 3.52758035], [6.057248, 6.1365658, 5.79660995], [3.8869855, 6.0147152, 3.53332935], [1.7218703, 8.1740699, 5.60854015], [3.8742809, 8.1383236, 3.52419435], [3.8390118, 10.2952865, 5.62036085], [6.0085929, 8.2415467, 5.62324395], [6.0133357, 8.1316622, 3.52144175], [6.0164004, 10.2679559, 5.66160985], [3.8632007, 8.1673002, 5.67617195], [5.9376713, 4.4627612, 7.78088795], [6.6277126, 4.287768, 8.42656255], [6.0840195, 5.7486214, 6.72107055], [3.7920239, 5.8362312, 7.95744295], [3.8760831, 6.6155995, 8.51782705], [4.6062614, 5.2495561, 8.13247265], [5.9975072, 3.7186987, 5.86983635], [1.7329354, 3.855907, 5.61916065], [3.855038, 3.8558188, 5.63390155], [7.2630195, 5.7486214, 7.79107055], [4.9050195, 5.7486214, 7.79107055], [8.1794239, 1.7320441, 5.61408765], [8.2404725, 6.0116474, 5.59755755], [10.2670646, 6.0219622, 5.62693645], [8.1677262, 3.8702752, 5.64943855], [8.1794239, 10.2963821, 5.61408765], [10.2862083, 8.1740699, 5.60854015], [8.158585, 8.155949, 5.66492025], [10.2972734, 3.855907, 5.61916065], [8.132608, 6.0126593, 3.51137385], [8.1487891, 8.1514306, 3.50488545], [8.135731, 3.8692789, 3.52563025], [6.0840195, 5.7486214, 7.79107055]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[126.950685204789,1.36845473045701]"
100-h-w_24,"{'numbers': [12, 12, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 8, 12, 12, 8, 12, 8, 12, 12, 6], 'positions': [[3.8390118, 1.7309485, 5.62036085], [6.005535, 1.7522936, 3.50951365], [6.0164004, 1.7036179, 5.66160985], [1.7027266, 6.0219622, 5.62693645], [3.8895131, 3.8839346, 3.54375625], [3.7438952, 6.0176932, 5.81001315], [5.9945619, 5.9843683, 3.48217295], [6.0145697, 3.8813367, 3.52758035], [6.057248, 6.1365658, 5.79660995], [3.8869855, 6.0147152, 3.53332935], [1.7218703, 8.1740699, 5.60854015], [3.8742809, 8.1383236, 3.52419435], [3.8390118, 10.2952865, 5.62036085], [6.0085929, 8.2415467, 5.62324395], [6.0133357, 8.1316622, 3.52144175], [6.0164004, 10.2679559, 5.66160985], [3.8632007, 8.1673002, 5.67617195], [5.9376713, 4.4627612, 7.78088795], [6.6277126, 4.287768, 8.42656255], [6.0840195, 5.7486214, 6.72107055], [3.7920239, 5.8362312, 7.95744295], [3.8760831, 6.6155995, 8.51782705], [4.6062614, 5.2495561, 8.13247265], [5.9975072, 3.7186987, 5.86983635], [1.7329354, 3.855907, 5.61916065], [3.855038, 3.8558188, 5.63390155], [5.2500195, 6.5826214, 7.79107055], [6.9180195, 4.9146214, 7.79107055], [8.1794239, 1.7320441, 5.61408765], [8.2404725, 6.0116474, 5.59755755], [10.2670646, 6.0219622, 5.62693645], [8.1677262, 3.8702752, 5.64943855], [8.1794239, 10.2963821, 5.61408765], [10.2862083, 8.1740699, 5.60854015], [8.158585, 8.155949, 5.66492025], [10.2972734, 3.855907, 5.61916065], [8.132608, 6.0126593, 3.51137385], [8.1487891, 8.1514306, 3.50488545], [8.135731, 3.8692789, 3.52563025], [6.0840195, 5.7486214, 7.79107055]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[126.75916977428,1.37003182442002]"
100-h-w_25,"{'numbers': [8, 12, 8, 8, 1, 1, 8, 1, 1, 12, 8, 8, 8, 12, 12, 8, 6], 'positions': [[6.02421655, 3.5440092, 2.9855498], [3.75171135, 7.8580845, 3.1339531], [6.06506415, 7.9769571, 3.1205499], [5.94548745, 6.3031525, 5.1048279], [6.63552875, 6.1281593, 5.7505025], [6.09183565, 7.5890127, 4.0450105], [3.79984005, 7.6766225, 5.2813829], [3.88389925, 8.4559908, 5.841767], [4.61407755, 7.0899474, 5.4564126], [6.00532335, 5.55909, 3.1937763], [3.86285415, 5.6962101, 2.9578415], [6.63552875, 6.1281593, 6.7205025], [6.63552875, 6.1281593, 9.0785025], [8.18724005, 3.5724354, 2.9380276], [8.24828865, 7.8520387, 2.9214975], [8.17554235, 5.7106665, 2.9733785], [6.63552875, 6.1281593, 7.8995025]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.665661772628,3.06465433578815]"
100-h-w_26,"{'numbers': [12, 12, 8, 12, 8, 8, 12, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 12, 6], 'positions': [[3.8239074, 3.7715708, 5.1081525], [5.9934885, 1.717831, 5.1110356], [6.001296, 3.7442402, 5.1494015], [3.7287908, 8.0583155, 5.2978048], [5.9994653, 5.921959, 3.015372], [6.0421436, 8.1771881, 5.2844016], [5.9934885, 10.282169, 5.1110356], [5.9225669, 6.5033835, 7.2686796], [6.6126082, 6.3283903, 7.9143542], [6.0689151, 7.7892437, 6.2088622], [3.7769195, 7.8768535, 7.4452346], [3.8609787, 8.6562218, 8.0056187], [4.591157, 7.2901784, 7.6202643], [5.9824028, 5.759321, 5.357628], [1.717831, 5.8965293, 5.1069523], [3.8399336, 5.8964411, 5.1216932], [5.9824028, 6.938321, 8.984628], [5.9824028, 4.580321, 8.984628], [8.1643195, 3.7726664, 5.1018793], [8.2253681, 8.0522697, 5.0853492], [8.1526218, 5.9108975, 5.1372302], [10.282169, 5.8965293, 5.1069523], [5.9824028, 5.759321, 8.984628]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[178.674687851527,2.78853150204026]"
100-h-w_27,"{'numbers': [12, 12, 8, 12, 8, 8, 12, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 12, 6], 'positions': [[3.8239074, 3.7715708, 5.1081525], [5.9934885, 1.717831, 5.1110356], [6.001296, 3.7442402, 5.1494015], [3.7287908, 8.0583155, 5.2978048], [5.9994653, 5.921959, 3.015372], [6.0421436, 8.1771881, 5.2844016], [5.9934885, 10.282169, 5.1110356], [5.9225669, 6.5033835, 7.2686796], [6.6126082, 6.3283903, 7.9143542], [6.0689151, 7.7892437, 6.2088622], [3.7769195, 7.8768535, 7.4452346], [3.8609787, 8.6562218, 8.0056187], [4.591157, 7.2901784, 7.6202643], [5.9824028, 5.759321, 5.357628], [1.717831, 5.8965293, 5.1069523], [3.8399336, 5.8964411, 5.1216932], [4.8034028, 5.759321, 8.984628], [7.1614028, 5.759321, 8.984628], [8.1643195, 3.7726664, 5.1018793], [8.2253681, 8.0522697, 5.0853492], [8.1526218, 5.9108975, 5.1372302], [10.282169, 5.8965293, 5.1069523], [5.9824028, 5.759321, 8.984628]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[178.584894342926,2.75120110406918]"
100-h-w_28,"{'numbers': [12, 12, 8, 12, 8, 8, 12, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 12, 6], 'positions': [[3.8239074, 3.7715708, 5.1081525], [5.9934885, 1.717831, 5.1110356], [6.001296, 3.7442402, 5.1494015], [3.7287908, 8.0583155, 5.2978048], [5.9994653, 5.921959, 3.015372], [6.0421436, 8.1771881, 5.2844016], [5.9934885, 10.282169, 5.1110356], [5.9225669, 6.5033835, 7.2686796], [6.6126082, 6.3283903, 7.9143542], [6.0689151, 7.7892437, 6.2088622], [3.7769195, 7.8768535, 7.4452346], [3.8609787, 8.6562218, 8.0056187], [4.591157, 7.2901784, 7.6202643], [5.9824028, 5.759321, 5.357628], [1.717831, 5.8965293, 5.1069523], [3.8399336, 5.8964411, 5.1216932], [5.1484028, 6.593321, 8.984628], [6.8164028, 4.925321, 8.984628], [8.1643195, 3.7726664, 5.1018793], [8.2253681, 8.0522697, 5.0853492], [8.1526218, 5.9108975, 5.1372302], [10.282169, 5.8965293, 5.1069523], [5.9824028, 5.759321, 8.984628]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[178.594869325192,2.75950115509875]"
100-h-w_29,"{'numbers': [12, 12, 8, 12, 8, 8, 12, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 12, 6], 'positions': [[3.8239074, 3.7715708, 5.1081525], [5.9934885, 1.717831, 5.1110356], [6.001296, 3.7442402, 5.1494015], [3.7287908, 8.0583155, 5.2978048], [5.9994653, 5.921959, 3.015372], [6.0421436, 8.1771881, 5.2844016], [5.9934885, 10.282169, 5.1110356], [5.9225669, 6.5033835, 7.2686796], [6.6126082, 6.3283903, 7.9143542], [6.0689151, 7.7892437, 6.2088622], [3.7769195, 7.8768535, 7.4452346], [3.8609787, 8.6562218, 8.0056187], [4.591157, 7.2901784, 7.6202643], [5.9824028, 5.759321, 5.357628], [1.717831, 5.8965293, 5.1069523], [3.8399336, 5.8964411, 5.1216932], [6.8164028, 6.593321, 8.984628], [5.1484028, 4.925321, 8.984628], [8.1643195, 3.7726664, 5.1018793], [8.2253681, 8.0522697, 5.0853492], [8.1526218, 5.9108975, 5.1372302], [10.282169, 5.8965293, 5.1069523], [5.9824028, 5.759321, 8.984628]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[178.656359213695,2.77770558200417]"
