MgO_ID,Structure,E_ads
100-h-w_4,"{'numbers': [8, 12, 8, 12, 8, 8, 12, 8, 8, 12, 12, 12, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 6], 'positions': [[3.80347545, 1.7264146, 5.2014451], [5.91708145, 1.7314963, 5.1649747], [8.09447005, 1.7041657, 5.2062237], [1.75420415, 6.0121952, 5.1421714], [3.78079625, 6.02251, 5.1715503], [1.68145785, 3.870823, 5.1940524], [5.82196485, 6.018241, 5.354627], [8.13531765, 6.1371136, 5.3412238], [5.96505515, 6.015263, 3.0779432], [3.79993995, 8.1746177, 5.153154], [5.91708145, 10.2958343, 5.1649747], [8.08666255, 8.2420945, 5.1678578], [5.94127035, 8.167848, 5.2207858], [8.01574095, 4.463309, 7.3255018], [8.70578225, 4.2883158, 7.9711764], [8.16208915, 5.7491692, 6.2656844], [5.87009355, 5.836779, 7.5020568], [5.95415275, 6.6161473, 8.0624409], [6.68433105, 5.2501039, 7.6770865], [8.07557685, 3.7192465, 5.4144502], [3.81100505, 3.8564548, 5.1637745], [5.93310765, 3.8563666, 5.1785154], [6.70377245, 5.0031001, 8.9220568], [5.03641465, 6.6704579, 8.9220568], [10.31854215, 6.0121952, 5.1421714], [5.87009355, 5.836779, 8.9220568]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.183378834894,2.99294182291384]"
100-h-w_5,"{'numbers': [8, 12, 8, 12, 8, 8, 12, 8, 8, 12, 12, 12, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 6], 'positions': [[3.80347545, 1.7264146, 5.2014451], [5.91708145, 1.7314963, 5.1649747], [8.09447005, 1.7041657, 5.2062237], [1.75420415, 6.0121952, 5.1421714], [3.78079625, 6.02251, 5.1715503], [1.68145785, 3.870823, 5.1940524], [5.82196485, 6.018241, 5.354627], [8.13531765, 6.1371136, 5.3412238], [5.96505515, 6.015263, 3.0779432], [3.79993995, 8.1746177, 5.153154], [5.91708145, 10.2958343, 5.1649747], [8.08666255, 8.2420945, 5.1678578], [5.94127035, 8.167848, 5.2207858], [8.01574095, 4.463309, 7.3255018], [8.70578225, 4.2883158, 7.9711764], [8.16208915, 5.7491692, 6.2656844], [5.87009355, 5.836779, 7.5020568], [5.95415275, 6.6161473, 8.0624409], [6.68433105, 5.2501039, 7.6770865], [8.07557685, 3.7192465, 5.4144502], [3.81100505, 3.8564548, 5.1637745], [5.93310765, 3.8563666, 5.1785154], [6.70409355, 6.670779, 8.9220568], [5.03609355, 5.002779, 8.9220568], [10.31854215, 6.0121952, 5.1421714], [5.87009355, 5.836779, 8.9220568]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.322215944014,2.9764427869278]"
100-h-w_6,"{'numbers': [1, 12, 12, 12, 8, 12, 12, 12, 8, 8, 8, 1, 12, 12, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 12, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 8, 12, 12, 8, 6], 'positions': [[0.91145105, 7.1413639, 8.0295253], [2.46316235, 4.58564, 5.2170504], [4.56994675, 2.4633278, 5.2115029], [4.58241435, 4.589457, 3.0947034], [4.57348225, 4.5794627, 5.259794], [6.68708825, 4.5845444, 5.2233236], [8.85666935, 2.5308046, 5.2262067], [8.85361145, 4.6058895, 3.1124764], [8.86447685, 4.5572138, 5.2645726], [6.71127715, 2.4565581, 5.2791347], [6.72275105, 4.5753465, 3.104131], [6.72415955, 0.9048574, 8.1207898], [2.52421095, 8.8652433, 5.2005203], [4.59907065, 8.8568986, 3.1041486], [4.57598225, 6.722066, 3.0970732], [4.55080305, 8.8755581, 5.2298992], [2.45146465, 6.7238711, 5.2524013], [6.73758955, 6.7375305, 3.146719], [6.59197165, 8.8712891, 5.4129759], [8.84263835, 8.8379642, 3.0851357], [8.86264615, 6.7349326, 3.1305431], [8.90532445, 8.9901617, 5.3995727], [6.73506195, 8.8683111, 3.1362921], [4.56994675, 11.0276658, 5.2115029], [8.85666935, 11.0951426, 5.2262067], [6.71127715, 11.0208961, 5.2791347], [8.78574775, 7.3163571, 7.3838507], [9.47578905, 7.1413639, 8.0295253], [8.93209595, 8.6022173, 6.3240333], [6.64010035, 8.6898271, 7.5604057], [6.72415955, 9.4691954, 8.1207898], [7.45433785, 8.103152, 7.7354354], [8.84558365, 6.5722946, 5.4727991], [4.58101185, 6.7095029, 5.2221234], [6.70311445, 6.7094147, 5.2368643], [6.70311445, 6.7094147, 6.5568643], [6.70311445, 6.7094147, 8.9148643], [11.02750035, 4.58564, 5.2170504], [11.08854895, 8.8652433, 5.2005203], [11.01580265, 6.7238711, 5.2524013], [6.70311445, 6.7094147, 7.7358643]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[178.129560193656,2.92085927060134]"
100-h-w_7,"{'numbers': [1, 12, 12, 12, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 12, 12, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 12, 8, 8, 12, 8, 12, 8, 8, 12, 6], 'positions': [[0.91145105, 7.1413639, 9.48422665], [2.46316235, 4.58564, 6.67175175], [4.56994675, 2.4633278, 6.66620425], [4.58241435, 4.589457, 4.54940475], [4.57732375, 2.4389968, 4.55473285], [4.57348225, 4.5794627, 6.71449535], [6.72235735, 2.4275815, 4.58185845], [6.68708825, 4.5845444, 6.67802495], [8.85666935, 2.5308046, 6.68090805], [8.85361145, 4.6058895, 4.56717775], [8.86141215, 2.4209201, 4.57910585], [8.86447685, 4.5572138, 6.71927395], [6.71127715, 2.4565581, 6.73383605], [6.72275105, 4.5753465, 4.55883235], [6.72415955, 0.9048574, 9.57549115], [2.43289985, 4.5774104, 4.55839275], [2.52421095, 8.8652433, 6.65522165], [4.59907065, 8.8568986, 4.55884995], [4.57598225, 6.722066, 4.55177455], [4.55080305, 8.8755581, 6.68460055], [2.45146465, 6.7238711, 6.70710265], [6.72003965, 6.7193656, 2.42450885], [6.73758955, 6.7375305, 4.60142035], [6.59197165, 8.8712891, 6.86767725], [8.84263835, 8.8379642, 4.53983705], [8.86264615, 6.7349326, 4.58524445], [8.90532445, 8.9901617, 6.85427405], [6.73506195, 8.8683111, 4.59099345], [4.56994675, 11.0276658, 6.66620425], [4.57732375, 11.0033348, 4.55473285], [6.72235735, 10.9919195, 4.58185845], [8.85666935, 11.0951426, 6.68090805], [8.86141215, 10.9852581, 4.57910585], [6.71127715, 11.0208961, 6.73383605], [8.78574775, 7.3163571, 8.83855205], [9.47578905, 7.1413639, 9.48422665], [8.93209595, 8.6022173, 7.77873465], [6.64010035, 8.6898271, 9.01510705], [6.72415955, 9.4691954, 9.57549115], [7.45433785, 8.103152, 9.19013675], [8.84558365, 6.5722946, 6.92750045], [4.58101185, 6.7095029, 6.67682475], [6.70311445, 6.7094147, 6.69156565], [2.41634645, 8.8662552, 4.56903795], [2.41946945, 6.7228748, 4.58329435], [6.70311445, 7.8884147, 8.11156565], [6.70311445, 5.5304147, 8.11156565], [11.02750035, 4.58564, 6.67175175], [10.99723785, 4.5774104, 4.55839275], [11.08854895, 8.8652433, 6.65522165], [11.01580265, 6.7238711, 6.70710265], [10.98068445, 8.8662552, 4.56903795], [10.98380745, 6.7228748, 4.58329435], [6.70311445, 6.7094147, 8.11156565]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[130.787433013319,1.46739101386862]"
100-h-w_8,"{'numbers': [1, 12, 12, 12, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 12, 12, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 12, 8, 8, 12, 8, 12, 8, 8, 12, 6], 'positions': [[0.91145105, 7.1413639, 9.48422665], [2.46316235, 4.58564, 6.67175175], [4.56994675, 2.4633278, 6.66620425], [4.58241435, 4.589457, 4.54940475], [4.57732375, 2.4389968, 4.55473285], [4.57348225, 4.5794627, 6.71449535], [6.72235735, 2.4275815, 4.58185845], [6.68708825, 4.5845444, 6.67802495], [8.85666935, 2.5308046, 6.68090805], [8.85361145, 4.6058895, 4.56717775], [8.86141215, 2.4209201, 4.57910585], [8.86447685, 4.5572138, 6.71927395], [6.71127715, 2.4565581, 6.73383605], [6.72275105, 4.5753465, 4.55883235], [6.72415955, 0.9048574, 9.57549115], [2.43289985, 4.5774104, 4.55839275], [2.52421095, 8.8652433, 6.65522165], [4.59907065, 8.8568986, 4.55884995], [4.57598225, 6.722066, 4.55177455], [4.55080305, 8.8755581, 6.68460055], [2.45146465, 6.7238711, 6.70710265], [6.72003965, 6.7193656, 2.42450885], [6.73758955, 6.7375305, 4.60142035], [6.59197165, 8.8712891, 6.86767725], [8.84263835, 8.8379642, 4.53983705], [8.86264615, 6.7349326, 4.58524445], [8.90532445, 8.9901617, 6.85427405], [6.73506195, 8.8683111, 4.59099345], [4.56994675, 11.0276658, 6.66620425], [4.57732375, 11.0033348, 4.55473285], [6.72235735, 10.9919195, 4.58185845], [8.85666935, 11.0951426, 6.68090805], [8.86141215, 10.9852581, 4.57910585], [6.71127715, 11.0208961, 6.73383605], [8.78574775, 7.3163571, 8.83855205], [9.47578905, 7.1413639, 9.48422665], [8.93209595, 8.6022173, 7.77873465], [6.64010035, 8.6898271, 9.01510705], [6.72415955, 9.4691954, 9.57549115], [7.45433785, 8.103152, 9.19013675], [8.84558365, 6.5722946, 6.92750045], [4.58101185, 6.7095029, 6.67682475], [6.70311445, 6.7094147, 6.69156565], [2.41634645, 8.8662552, 4.56903795], [2.41946945, 6.7228748, 4.58329435], [7.88211445, 6.7094147, 8.11156565], [5.52411445, 6.7094147, 8.11156565], [11.02750035, 4.58564, 6.67175175], [10.99723785, 4.5774104, 4.55839275], [11.08854895, 8.8652433, 6.65522165], [11.01580265, 6.7238711, 6.70710265], [10.98068445, 8.8662552, 4.56903795], [10.98380745, 6.7228748, 4.58329435], [6.70311445, 6.7094147, 8.11156565]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[130.385110795251,1.46262392538507]"
100-h-w_9,"{'numbers': [1, 12, 12, 12, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 12, 12, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 12, 8, 8, 12, 8, 12, 8, 8, 12, 6], 'positions': [[0.91145105, 7.1413639, 9.48422665], [2.46316235, 4.58564, 6.67175175], [4.56994675, 2.4633278, 6.66620425], [4.58241435, 4.589457, 4.54940475], [4.57732375, 2.4389968, 4.55473285], [4.57348225, 4.5794627, 6.71449535], [6.72235735, 2.4275815, 4.58185845], [6.68708825, 4.5845444, 6.67802495], [8.85666935, 2.5308046, 6.68090805], [8.85361145, 4.6058895, 4.56717775], [8.86141215, 2.4209201, 4.57910585], [8.86447685, 4.5572138, 6.71927395], [6.71127715, 2.4565581, 6.73383605], [6.72275105, 4.5753465, 4.55883235], [6.72415955, 0.9048574, 9.57549115], [2.43289985, 4.5774104, 4.55839275], [2.52421095, 8.8652433, 6.65522165], [4.59907065, 8.8568986, 4.55884995], [4.57598225, 6.722066, 4.55177455], [4.55080305, 8.8755581, 6.68460055], [2.45146465, 6.7238711, 6.70710265], [6.72003965, 6.7193656, 2.42450885], [6.73758955, 6.7375305, 4.60142035], [6.59197165, 8.8712891, 6.86767725], [8.84263835, 8.8379642, 4.53983705], [8.86264615, 6.7349326, 4.58524445], [8.90532445, 8.9901617, 6.85427405], [6.73506195, 8.8683111, 4.59099345], [4.56994675, 11.0276658, 6.66620425], [4.57732375, 11.0033348, 4.55473285], [6.72235735, 10.9919195, 4.58185845], [8.85666935, 11.0951426, 6.68090805], [8.86141215, 10.9852581, 4.57910585], [6.71127715, 11.0208961, 6.73383605], [8.78574775, 7.3163571, 8.83855205], [9.47578905, 7.1413639, 9.48422665], [8.93209595, 8.6022173, 7.77873465], [6.64010035, 8.6898271, 9.01510705], [6.72415955, 9.4691954, 9.57549115], [7.45433785, 8.103152, 9.19013675], [8.84558365, 6.5722946, 6.92750045], [4.58101185, 6.7095029, 6.67682475], [6.70311445, 6.7094147, 6.69156565], [2.41634645, 8.8662552, 4.56903795], [2.41946945, 6.7228748, 4.58329435], [7.53711445, 7.5434147, 8.11156565], [5.86911445, 5.8754147, 8.11156565], [11.02750035, 4.58564, 6.67175175], [10.99723785, 4.5774104, 4.55839275], [11.08854895, 8.8652433, 6.65522165], [11.01580265, 6.7238711, 6.70710265], [10.98068445, 8.8662552, 4.56903795], [10.98380745, 6.7228748, 4.58329435], [6.70311445, 6.7094147, 8.11156565]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[125.64255990379,1.37778218944292]"
100-h-w_10,"{'numbers': [1, 12, 12, 12, 8, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 8, 12, 12, 8, 8, 8, 8, 12, 12, 12, 8, 8, 8, 12, 8, 12, 12, 8, 8, 8, 1, 1, 8, 1, 1, 12, 12, 8, 8, 12, 8, 8, 12, 8, 12, 8, 8, 12, 6], 'positions': [[0.91145105, 7.1413639, 9.48422665], [2.46316235, 4.58564, 6.67175175], [4.56994675, 2.4633278, 6.66620425], [4.58241435, 4.589457, 4.54940475], [4.57732375, 2.4389968, 4.55473285], [4.57348225, 4.5794627, 6.71449535], [6.72235735, 2.4275815, 4.58185845], [6.68708825, 4.5845444, 6.67802495], [8.85666935, 2.5308046, 6.68090805], [8.85361145, 4.6058895, 4.56717775], [8.86141215, 2.4209201, 4.57910585], [8.86447685, 4.5572138, 6.71927395], [6.71127715, 2.4565581, 6.73383605], [6.72275105, 4.5753465, 4.55883235], [6.72415955, 0.9048574, 9.57549115], [2.43289985, 4.5774104, 4.55839275], [2.52421095, 8.8652433, 6.65522165], [4.59907065, 8.8568986, 4.55884995], [4.57598225, 6.722066, 4.55177455], [4.55080305, 8.8755581, 6.68460055], [2.45146465, 6.7238711, 6.70710265], [6.72003965, 6.7193656, 2.42450885], [6.73758955, 6.7375305, 4.60142035], [6.59197165, 8.8712891, 6.86767725], [8.84263835, 8.8379642, 4.53983705], [8.86264615, 6.7349326, 4.58524445], [8.90532445, 8.9901617, 6.85427405], [6.73506195, 8.8683111, 4.59099345], [4.56994675, 11.0276658, 6.66620425], [4.57732375, 11.0033348, 4.55473285], [6.72235735, 10.9919195, 4.58185845], [8.85666935, 11.0951426, 6.68090805], [8.86141215, 10.9852581, 4.57910585], [6.71127715, 11.0208961, 6.73383605], [8.78574775, 7.3163571, 8.83855205], [9.47578905, 7.1413639, 9.48422665], [8.93209595, 8.6022173, 7.77873465], [6.64010035, 8.6898271, 9.01510705], [6.72415955, 9.4691954, 9.57549115], [7.45433785, 8.103152, 9.19013675], [8.84558365, 6.5722946, 6.92750045], [4.58101185, 6.7095029, 6.67682475], [6.70311445, 6.7094147, 6.69156565], [2.41634645, 8.8662552, 4.56903795], [2.41946945, 6.7228748, 4.58329435], [7.53679335, 5.8757358, 8.11156565], [5.86943555, 7.5430936, 8.11156565], [11.02750035, 4.58564, 6.67175175], [10.99723785, 4.5774104, 4.55839275], [11.08854895, 8.8652433, 6.65522165], [11.01580265, 6.7238711, 6.70710265], [10.98068445, 8.8662552, 4.56903795], [10.98380745, 6.7228748, 4.58329435], [6.70311445, 6.7094147, 8.11156565]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[130.720224751555,1.4754729712169]"
100-h-w_11,"{'numbers': [8, 12, 12, 8, 12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 8, 8, 8, 8, 1, 1, 12, 8, 12, 8, 8, 12, 12, 8, 8, 12, 8, 6], 'positions': [[1.7064914, 3.2556658, 4.860228], [3.74766, 3.2513968, 5.0433047], [5.9983267, 3.2180719, 2.7154645], [6.0610128, 3.3702694, 5.0299015], [1.7256351, 5.4077735, 4.8418317], [1.7291706, 7.5239084, 4.8901228], [3.8780457, 5.3720272, 2.7574859], [3.8427766, 7.5289901, 4.8536524], [6.0123577, 5.4752503, 4.8565355], [6.0092998, 7.5503352, 2.7428052], [6.0171005, 5.3653658, 2.7547333], [6.0201652, 7.5016595, 4.8949014], [3.8669655, 5.4010038, 4.9094635], [5.9414361, 1.6964648, 7.0141795], [6.6314774, 1.5214716, 7.6598541], [6.0877843, 2.982325, 5.9543621], [3.7957887, 3.0699348, 7.1907345], [3.8798479, 3.8493031, 7.7511186], [4.6100262, 2.4832597, 7.3657642], [6.001272, 0.9524023, 5.1031279], [3.8588028, 1.0895224, 4.8671931], [6.0123577, 5.4752503, 6.9265355], [6.0123577, 5.4752503, 9.2845355], [5.9414361, 10.2608028, 7.0141795], [6.6314774, 10.0858096, 7.6598541], [4.6100262, 11.0475977, 7.3657642], [6.001272, 9.5167403, 5.1031279], [3.8588028, 9.6538604, 4.8671931], [8.2442373, 3.245351, 4.8308491], [10.2708294, 3.2556658, 4.860228], [8.171491, 1.1039788, 4.8827301], [8.1831887, 7.5300857, 4.8473792], [10.2899731, 5.4077735, 4.8418317], [10.2935086, 7.5239084, 4.8901228], [8.1623498, 5.3896526, 4.8982118], [8.1525539, 5.3851342, 2.738177], [8.171491, 9.6683168, 4.8827301], [6.0123577, 5.4752503, 8.1055355]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.86557166643,3.12597291056561]"
100-h-w_12,"{'numbers': [8, 12, 12, 8, 8, 12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 8, 8, 8, 8, 8, 1, 1, 12, 8, 12, 8, 8, 12, 12, 8, 8, 8, 8, 12, 8, 6], 'positions': [[1.7064914, 3.2556658, 5.62693645], [3.74766, 3.2513968, 5.81001315], [5.9983267, 3.2180719, 3.48217295], [6.0610128, 3.3702694, 5.79660995], [3.8907503, 3.2484188, 3.53332935], [1.7256351, 5.4077735, 5.60854015], [1.7291706, 7.5239084, 5.65683125], [3.8780457, 5.3720272, 3.52419435], [3.8427766, 7.5289901, 5.62036085], [6.0123577, 5.4752503, 5.62324395], [6.0092998, 7.5503352, 3.50951365], [6.0171005, 5.3653658, 3.52144175], [6.0201652, 7.5016595, 5.66160985], [3.8669655, 5.4010038, 5.67617195], [3.8784394, 7.5197922, 3.50116825], [5.9414361, 1.6964648, 7.78088795], [6.6314774, 1.5214716, 8.42656255], [6.0877843, 2.982325, 6.72107055], [3.7957887, 3.0699348, 7.95744295], [3.8798479, 3.8493031, 8.51782705], [4.6100262, 2.4832597, 8.13247265], [6.001272, 0.9524023, 5.86983635], [3.8588028, 1.0895224, 5.63390155], [6.0123577, 6.6542503, 7.79324395], [6.0123577, 4.2962503, 7.79324395], [6.0183345, 9.6793783, 3.52758035], [5.9414361, 10.2608028, 7.78088795], [6.6314774, 10.0858096, 8.42656255], [4.6100262, 11.0475977, 8.13247265], [6.001272, 9.5167403, 5.86983635], [3.8588028, 9.6538604, 5.63390155], [8.2442373, 3.245351, 5.59755755], [10.2708294, 3.2556658, 5.62693645], [8.171491, 1.1039788, 5.64943855], [8.1831887, 7.5300857, 5.61408765], [10.2899731, 5.4077735, 5.60854015], [10.2935086, 7.5239084, 5.65683125], [8.1623498, 5.3896526, 5.66492025], [8.1529262, 7.5218561, 3.50072865], [8.1363728, 3.2463629, 3.51137385], [8.1525539, 5.3851342, 3.50488545], [8.171491, 9.6683168, 5.64943855], [6.0123577, 5.4752503, 7.79324395]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.633804045685,3.43156691466555]"
100-h-w_13,"{'numbers': [8, 12, 12, 8, 8, 12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 8, 8, 8, 8, 8, 1, 1, 12, 8, 12, 8, 8, 12, 12, 8, 8, 8, 8, 12, 8, 6], 'positions': [[1.7064914, 3.2556658, 5.62693645], [3.74766, 3.2513968, 5.81001315], [5.9983267, 3.2180719, 3.48217295], [6.0610128, 3.3702694, 5.79660995], [3.8907503, 3.2484188, 3.53332935], [1.7256351, 5.4077735, 5.60854015], [1.7291706, 7.5239084, 5.65683125], [3.8780457, 5.3720272, 3.52419435], [3.8427766, 7.5289901, 5.62036085], [6.0123577, 5.4752503, 5.62324395], [6.0092998, 7.5503352, 3.50951365], [6.0171005, 5.3653658, 3.52144175], [6.0201652, 7.5016595, 5.66160985], [3.8669655, 5.4010038, 5.67617195], [3.8784394, 7.5197922, 3.50116825], [5.9414361, 1.6964648, 7.78088795], [6.6314774, 1.5214716, 8.42656255], [6.0877843, 2.982325, 6.72107055], [3.7957887, 3.0699348, 7.95744295], [3.8798479, 3.8493031, 8.51782705], [4.6100262, 2.4832597, 8.13247265], [6.001272, 0.9524023, 5.86983635], [3.8588028, 1.0895224, 5.63390155], [7.1913577, 5.4752503, 7.79324395], [4.8333577, 5.4752503, 7.79324395], [6.0183345, 9.6793783, 3.52758035], [5.9414361, 10.2608028, 7.78088795], [6.6314774, 10.0858096, 8.42656255], [4.6100262, 11.0475977, 8.13247265], [6.001272, 9.5167403, 5.86983635], [3.8588028, 9.6538604, 5.63390155], [8.2442373, 3.245351, 5.59755755], [10.2708294, 3.2556658, 5.62693645], [8.171491, 1.1039788, 5.64943855], [8.1831887, 7.5300857, 5.61408765], [10.2899731, 5.4077735, 5.60854015], [10.2935086, 7.5239084, 5.65683125], [8.1623498, 5.3896526, 5.66492025], [8.1529262, 7.5218561, 3.50072865], [8.1363728, 3.2463629, 3.51137385], [8.1525539, 5.3851342, 3.50488545], [8.171491, 9.6683168, 5.64943855], [6.0123577, 5.4752503, 7.79324395]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.313922387331,3.20019946819514]"
100-h-w_14,"{'numbers': [8, 12, 12, 8, 8, 12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 8, 8, 8, 8, 8, 1, 1, 12, 8, 12, 8, 8, 12, 12, 8, 8, 8, 8, 12, 8, 6], 'positions': [[1.7064914, 3.2556658, 5.62693645], [3.74766, 3.2513968, 5.81001315], [5.9983267, 3.2180719, 3.48217295], [6.0610128, 3.3702694, 5.79660995], [3.8907503, 3.2484188, 3.53332935], [1.7256351, 5.4077735, 5.60854015], [1.7291706, 7.5239084, 5.65683125], [3.8780457, 5.3720272, 3.52419435], [3.8427766, 7.5289901, 5.62036085], [6.0123577, 5.4752503, 5.62324395], [6.0092998, 7.5503352, 3.50951365], [6.0171005, 5.3653658, 3.52144175], [6.0201652, 7.5016595, 5.66160985], [3.8669655, 5.4010038, 5.67617195], [3.8784394, 7.5197922, 3.50116825], [5.9414361, 1.6964648, 7.78088795], [6.6314774, 1.5214716, 8.42656255], [6.0877843, 2.982325, 6.72107055], [3.7957887, 3.0699348, 7.95744295], [3.8798479, 3.8493031, 8.51782705], [4.6100262, 2.4832597, 8.13247265], [6.001272, 0.9524023, 5.86983635], [3.8588028, 1.0895224, 5.63390155], [6.8460366, 6.3089292, 7.79324395], [5.1786788, 4.6415714, 7.79324395], [6.0183345, 9.6793783, 3.52758035], [5.9414361, 10.2608028, 7.78088795], [6.6314774, 10.0858096, 8.42656255], [4.6100262, 11.0475977, 8.13247265], [6.001272, 9.5167403, 5.86983635], [3.8588028, 9.6538604, 5.63390155], [8.2442373, 3.245351, 5.59755755], [10.2708294, 3.2556658, 5.62693645], [8.171491, 1.1039788, 5.64943855], [8.1831887, 7.5300857, 5.61408765], [10.2899731, 5.4077735, 5.60854015], [10.2935086, 7.5239084, 5.65683125], [8.1623498, 5.3896526, 5.66492025], [8.1529262, 7.5218561, 3.50072865], [8.1363728, 3.2463629, 3.51137385], [8.1525539, 5.3851342, 3.50488545], [8.171491, 9.6683168, 5.64943855], [6.0123577, 5.4752503, 7.79324395]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.54443017367,3.3651321673412]"
100-h-w_15,"{'numbers': [8, 12, 12, 8, 8, 12, 8, 12, 12, 12, 12, 8, 8, 8, 8, 8, 1, 1, 8, 1, 1, 12, 8, 8, 8, 8, 8, 1, 1, 12, 8, 12, 8, 8, 12, 12, 8, 8, 8, 8, 12, 8, 6], 'positions': [[1.7064914, 3.2556658, 5.62693645], [3.74766, 3.2513968, 5.81001315], [5.9983267, 3.2180719, 3.48217295], [6.0610128, 3.3702694, 5.79660995], [3.8907503, 3.2484188, 3.53332935], [1.7256351, 5.4077735, 5.60854015], [1.7291706, 7.5239084, 5.65683125], [3.8780457, 5.3720272, 3.52419435], [3.8427766, 7.5289901, 5.62036085], [6.0123577, 5.4752503, 5.62324395], [6.0092998, 7.5503352, 3.50951365], [6.0171005, 5.3653658, 3.52144175], [6.0201652, 7.5016595, 5.66160985], [3.8669655, 5.4010038, 5.67617195], [3.8784394, 7.5197922, 3.50116825], [5.9414361, 1.6964648, 7.78088795], [6.6314774, 1.5214716, 8.42656255], [6.0877843, 2.982325, 6.72107055], [3.7957887, 3.0699348, 7.95744295], [3.8798479, 3.8493031, 8.51782705], [4.6100262, 2.4832597, 8.13247265], [6.001272, 0.9524023, 5.86983635], [3.8588028, 1.0895224, 5.63390155], [5.1783577, 6.3092503, 7.79324395], [6.8463577, 4.6412503, 7.79324395], [6.0183345, 9.6793783, 3.52758035], [5.9414361, 10.2608028, 7.78088795], [6.6314774, 10.0858096, 8.42656255], [4.6100262, 11.0475977, 8.13247265], [6.001272, 9.5167403, 5.86983635], [3.8588028, 9.6538604, 5.63390155], [8.2442373, 3.245351, 5.59755755], [10.2708294, 3.2556658, 5.62693645], [8.171491, 1.1039788, 5.64943855], [8.1831887, 7.5300857, 5.61408765], [10.2899731, 5.4077735, 5.60854015], [10.2935086, 7.5239084, 5.65683125], [8.1623498, 5.3896526, 5.66492025], [8.1529262, 7.5218561, 3.50072865], [8.1363728, 3.2463629, 3.51137385], [8.1525539, 5.3851342, 3.50488545], [8.171491, 9.6683168, 5.64943855], [6.0123577, 5.4752503, 7.79324395]], 'cell': [[12.0, 0.0, 0.0], [0.0, 12.0, 0.0], [0.0, 0.0, 12.0]], 'pbc': [False, False, False]}","[179.118166785599,3.03011198697275]"
